"CODEST,""NOMEST"",""SUBTIPEST"",""CODCEN"",""caca"",""codasi"",""nomasi"",""nomasicorto"",""tipo"",""ciclo"",""desccurso"",""ofertada"",""docencia"",""complform"",""crdtsteo"",""crdtspra"",""crdtsects"",""duracion"",""tfg"",""estadoasi"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""412"",""ASIGNATURA 2 DE MOVILIDAD"",""ASIGNATURA 2 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""2"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""413"",""ASIGNATURA 3 DE MOVILIDAD"",""ASIGNATURA 3 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""3"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""414"",""ASIGNATURA 4 DE MOVILIDAD"",""ASIGNATURA 4 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""4"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""415"",""ASIGNATURA 5 DE MOVILIDAD"",""ASIGNATURA 5 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""5"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""416"",""ASIGNATURA 6 DE MOVILIDAD"",""ASIGNATURA 6 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""417"",""ASIGNATURA 7 DE MOVILIDAD"",""ASIGNATURA 7 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""7"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""418"",""ASIGNATURA 8 DE MOVILIDAD"",""ASIGNATURA 8 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""8"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""419"",""ASIGNATURA 9 DE MOVILIDAD"",""ASIGNATURA 9 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""9"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""420"",""ASIGNATURA 10 DE MOVILIDAD"",""ASIGNATURA 10 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""10"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""421"",""ASIGNATURA 1 DE MOVILIDAD"",""ASIGNATURA 1 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""1"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""422"",""ASIGNATURA 2 DE MOVILIDAD"",""ASIGNATURA 2 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""2"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""423"",""ASIGNATURA 3 DE MOVILIDAD"",""ASIGNATURA 3 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""3"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""424"",""ASIGNATURA 4 DE MOVILIDAD"",""ASIGNATURA 4 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""4"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""425"",""ASIGNATURA 5 DE MOVILIDAD"",""ASIGNATURA 5 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""5"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""426"",""ASIGNATURA 6 DE MOVILIDAD"",""ASIGNATURA 6 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""427"",""ASIGNATURA 7 DE MOVILIDAD"",""ASIGNATURA 7 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""7"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""428"",""ASIGNATURA 8 DE MOVILIDAD"",""ASIGNATURA 8 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""8"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""429"",""ASIGNATURA 9 DE MOVILIDAD"",""ASIGNATURA 9 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""9"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""430"",""ASIGNATURA 10 DE MOVILIDAD"",""ASIGNATURA 10 DE MOVILIDAD"",""O"",""9"",""9"",""S"",""S"",""N"",""0"",""0"",""10"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""22019"",""ECONOMÍA ESPAÑOLA"",""ECONOMÍA ESPAÑOLA"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""28005"",""DERECHO ADMINISTRATIVO"",""DERECHO ADMINISTRATIVO"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""29001"",""HISTORIA DE LA FILOSOFÍA"",""HISTORIA DE LA FILOSOFÍA"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""29002"",""HISTORIA DEL ARTE"",""HISTORIA DEL ARTE"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""32000"",""DE LOS PRIMEROS SERES HUMANOS A LA ANTIGÜEDAD"",""DE LOS PRIMEROS SERES HUMANOS A LA ANTIGÜEDAD"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""32001"",""FUENTES Y DOCUMENTOS PARA LA HISTORIA"",""FUENTES Y DOCUMENTOS PARA LA HISTORIA"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""32002"",""DEL MEDIEVO A LA MODERNIDAD"",""DEL MEDIEVO A LA MODERNIDAD"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""32003"",""EL MUNDO CONTEMPORÁNEO"",""EL MUNDO CONTEMPORÁNEO"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33000"",""INTRODUCCIÓN A LA GEOGRAFÍA HUMANA"",""INTRODUCCIÓN A LA GEOGRAFÍA HUMANA"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33001"",""INTRODUCCIÓN A LA GEOGRAFÍA FÍSICA"",""INTRODUCCIÓN A LA GEOGRAFÍA FÍSICA"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33002"",""INTRODUCCIÓN A LA CARTOGRAFÍA Y FORMAS DE REPRESENTACIÓN GRÁFICA"",""INTR. CARTOGR. Y FORMAS DE REPRESENT. GRÁF."",""B"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33003"",""GEOGRAFÍA DE LAS REGIONES DEL MUNDO"",""GEOGRAFÍA DE LAS REGIONES DEL MUNDO"",""T"",""1"",""1"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33020"",""GEOGRAFÍA DE EUROPA"",""GEOGRAFÍA DE EUROPA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33021"",""GEOMORFOLOGÍA"",""GEOMORFOLOGÍA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33022"",""CARTOGRAFÍA"",""CARTOGRAFÍA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33023"",""GEOGRAFÍA DE LA POBLACIÓN"",""GEOGRAFÍA DE LA POBLACIÓN"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33024"",""GEOGRAFÍA ECONÓMICA"",""GEOGRAFÍA ECONÓMICA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33025"",""BASES JURÍDICAS Y ECONÓMICAS PARA LA ORDENACIÓN DEL TERRITORIO"",""BASES JURÍD. Y ECON. ORDENACIÓN DEL TERRIT."",""T"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33026"",""GEOGRAFÍA DE ESPAÑA"",""GEOGRAFÍA DE ESPAÑA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33027"",""CLIMATOLOGÍA"",""CLIMATOLOGÍA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33028"",""GEOGRAFÍA RURAL"",""GEOGRAFÍA RURAL"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33029"",""GEOGRAFÍA URBANA"",""GEOGRAFÍA URBANA"",""B"",""1"",""2"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33030"",""DINÁMICAS DE LAS REGIONES ESPAÑOLAS"",""DINÁMICAS DE LAS REGIONES ESPAÑOLAS"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33031"",""TEORÍA Y MÉTODOS EN GEOGRAFÍA"",""TEORÍA Y MÉTODOS EN GEOGRAFÍA"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33032"",""BIOGEOGRAFÍA"",""BIOGEOGRAFÍA"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33033"",""GEOGRAFÍA POLÍTICA Y SOCIAL"",""GEOGRAFÍA POLÍTICA Y SOCIAL"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33034"",""TÉCNICAS EN GEOGRAFÍA"",""TÉCNICAS EN GEOGRAFÍA"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33035"",""GEOGRAFÍA DE LA COMUNIDAD VALENCIANA"",""GEOGRAFÍA DE LA COMUNIDAD VALENCIANA"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33036"",""ANÁLISIS Y GESTIÓN DEL PAISAJE"",""ANÁLISIS Y GESTIÓN DEL PAISAJE"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33037"",""HIDROGEOMORFOLOGÍA"",""HIDROGEOMORFOLOGÍA"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33038"",""SISTEMAS DE INFORMACIÓN GEOGRÁFICA"",""SISTEMAS DE INFORMACIÓN GEOGRÁFICA"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33039"",""GEOGRAFÍA DEL TURISMO"",""GEOGRAFÍA DEL TURISMO"",""B"",""1"",""3"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33040"",""SIG APLICADO A LA ORDENACIÓN DEL TERRITORIO"",""SIG APLICADO A LA ORDENACIÓN DEL TERRITORIO"",""B"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33041"",""ANÁLISIS Y ORDENACIÓN DE LOS ESPACIOS TURÍSTICOS"",""ANÁLISIS Y ORDENACIÓN DE LOS ESPACIOS TURÍST."",""B"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33042"",""GEOGRAFÍA FÍSICA APLICADA A LA ORDENACIÓN DEL TERRITORIO"",""GEOGR. FÍSICA APLIC. A LA ORDEN. DEL TERRIT."",""B"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33043"",""ORDENACIÓN DEL MEDIO FÍSICO LITORAL"",""ORDENACIÓN DEL MEDIO FÍSICO LITORAL"",""B"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33044"",""GEOGRAFÍA HUMANA APLICADA A LA ORDENACIÓN DEL TERRITORIO"",""GEOGR. HUMANA APLIC. A LA ORDEN. DEL TERRIT."",""B"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33045"",""PLANIFICACIÓN REGIONAL Y ORDENACIÓN DEL TERRITORIO"",""PLANIF. REGIONAL Y ORDENACIÓN DEL TERRITORIO"",""B"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33050"",""GLOBALIZACIÓN Y CONFLICTOS REGIONALES"",""GLOBALIZACIÓN Y CONFLICTOS REGIONALES"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33051"",""ORDENACIÓN TERRITORIAL EN ESPACIOS DE MONTAÑA"",""ORDENACIÓN TERRITORIAL EN ESPACIOS DE MONTAÑA"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33052"",""LOS RIESGOS NATURALES EN LA ORDENACIÓN DEL TERRITORIO"",""RIESGOS NATURALES EN LA ORDEN. DEL TERRIT."",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33053"",""EVALUACIÓN Y PROTECCIÓN DEL MEDIO NATURAL"",""EVALUACIÓN Y PROTECCIÓN DEL MEDIO NATURAL"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33054"",""DESARROLLO LOCAL Y SOSTENIBILIDAD"",""DESARROLLO LOCAL Y SOSTENIBILIDAD"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33055"",""GEOGRAFÍA DE LAS MIGRACIONES"",""GEOGRAFÍA DE LAS MIGRACIONES"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33098"",""PRÁCTICAS EXTERNAS"",""PRÁCTICAS EXTERNAS"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""A"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33099"",""TRABAJO FIN DE GRADO"",""TRABAJO FIN DE GRADO"",""P"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""A"",""S"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""33524"",""URBANISMO Y MEDIO AMBIENTE"",""URBANISMO Y MEDIO AMBIENTE"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C001,""GRADO EN GEOGRAFÍA Y ORDENACIÓN DEL TERRITORIO"",""GRA"",""3009579"",""2015-16"",""35019"",""HISTORIA ECONÓMICA DE ESPAÑA (SIGLOS XIX Y XX)"",""HISTORIA ECONÓMICA DE ESPAÑA (S. XIX Y XX)"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""6"",""S"",""N"",""V"""
"C002,""GRADO EN HISTORIA"",""GRA"",""3009579"",""2015-16"",""401"",""ASIGNATURA 1 DE MOVILIDAD"",""ASIGNATURA 1 DE MOVILIDAD"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""1"",""S"",""N"",""V"""
"C002,""GRADO EN HISTORIA"",""GRA"",""3009579"",""2015-16"",""402"",""ASIGNATURA 2 DE MOVILIDAD"",""ASIGNATURA 2 DE MOVILIDAD"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""2"",""S"",""N"",""V"""
"C002,""GRADO EN HISTORIA"",""GRA"",""3009579"",""2015-16"",""403"",""ASIGNATURA 3 DE MOVILIDAD"",""ASIGNATURA 3 DE MOVILIDAD"",""O"",""1"",""4"",""S"",""S"",""N"",""0"",""0"",""3"",""S"",""N"",""V"""
